DateAndTime,Distance,Roll,Tilt,RWS1,RWS1AVL,RWS2,RWS2AVL,RWS3,RWS3AVL,RWS4,RWS4AVL,RAWS,RAWSAVL,HWS(hub),HWS(hub)AVL,DIR(hub),Veer,DIR(hub)AVL,VShear,HShear,ShearAVL,TI1,TI1AVL,TI2,TI2AVL,TI3,TI3AVL,TI4,TI4AVL,HWShigh,HWShighAVL,HWSlow,HWSlowAVL,DIRhigh,DIRhighAVL,DIRlow,DIRlowAVL,CNR1(dB),CNR2(dB),CNR3(dB),CNR4(dB)
2024/8/30 0:20,180,0.05,-0.03,3.973,65.5,3.724,62.667,4.023,60.833,3.648,57.5,3.991,100,4.103,100,-21.325,0.109,100,-0.006,0.003,100,0.068,100,0.063,100,0.066,100,0.055,100,4.102,100,4.108,100,-6.89,100,-10.315,100,4.408,4.032,3.856,3.574
2024/8/30 0:20,210,0.05,-0.03,4.037,65.5,3.743,62,4.082,60.5,3.677,57.167,4.036,100,4.166,100,-19.021,0.081,100,-0.027,0.003,100,0.064,100,0.059,100,0.064,100,0.052,100,4.146,100,4.185,100,-8.029,100,-11.013,100,3.573,3.175,3.079,2.755
2024/8/30 0:20,240,0.05,-0.03,4.097,65,3.765,61.167,4.126,59.333,3.698,57,4.079,100,4.221,100,-17.381,0.061,100,-0.023,0.003,100,0.061,100,0.064,100,0.066,100,0.06,100,4.204,100,4.24,100,-8.978,100,-11.535,100,2.817,2.468,2.392,2.104
2024/8/30 0:20,270,0.05,-0.03,4.192,64.167,3.802,60.833,4.163,58.833,3.714,56,4.123,100,4.275,100,-15.352,0.036,100,0.013,0.003,100,0.061,100,0.066,100,0.067,100,0.066,100,4.292,100,4.269,100,-10.329,100,-12.016,100,2.2,1.924,1.84,1.614
2024/8/30 0:20,300,0.05,-0.03,4.254,63.5,3.824,59.5,4.204,57.333,3.728,53.833,4.159,100,4.327,100,-15.079,0.027,100,0.029,0.003,100,0.066,100,0.065,100,0.066,100,0.066,100,4.365,100,4.303,100,-11.227,100,-12.639,100,1.749,1.533,1.437,1.263
2024/8/30 0:30,0,,,,,,,,,,,,,3.92,,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 0:30,40,0.06,-0.02,3.25,64.667,3.127,62.833,3.246,60.167,3.161,57.667,3.317,100,3.37,100,18.329,-0.186,100,0.018,0.005,100,0.072,100,0.083,100,0.055,100,0.071,100,3.379,100,3.371,100,-4.106,100,-2.803,100,3.142,3.09,2.759,2.807
2024/8/30 0:30,60,0.06,-0.02,3.39,64.833,3.285,63.5,3.377,60.167,3.292,57.833,3.463,100,3.527,100,4.173,-0.062,100,0.05,0.003,100,0.067,100,0.077,100,0.059,100,0.066,100,3.55,100,3.526,100,-3.367,100,-2.719,100,3.652,3.664,3.221,3.317
2024/8/30 0:30,90,0.06,-0.02,3.542,65,3.463,63.667,3.563,60.5,3.441,58.333,3.634,100,3.72,100,-12.674,0.082,100,0.053,0.002,100,0.064,100,0.073,100,0.055,100,0.066,100,3.751,100,3.714,100,-2.415,100,-3.708,100,4.584,4.693,4.08,4.223
2024/8/30 0:30,120,0.06,-0.02,3.675,65.167,3.615,64.167,3.668,60.5,3.563,58.333,3.768,100,3.856,100,-9.964,0.064,100,0.063,0.001,100,0.064,100,0.069,100,0.058,100,0.067,100,3.895,100,3.844,100,-1.771,100,-3.12,100,5.628,5.639,4.99,5.117
2024/8/30 0:30,150,0.06,-0.02,3.78,65.333,3.719,64,3.731,60.5,3.681,58.333,3.871,100,3.974,100,-0.293,-0.011,100,0.04,0.001,100,0.063,100,0.064,100,0.061,100,0.069,100,4.004,100,3.963,100,-1.732,100,-1.442,100,5.85,5.597,5.175,5.016
2024/8/30 0:30,180,0.06,-0.02,3.844,65,3.753,63.833,3.774,60.5,3.758,58.333,3.928,100,4.039,100,6.282,-0.067,100,0.022,0.001,100,0.064,100,0.067,100,0.062,100,0.061,100,4.061,100,4.031,100,-2.562,100,-0.463,100,5.171,4.739,4.534,4.17
2024/8/30 0:30,210,0.06,-0.02,3.862,64.833,3.758,63.167,3.783,60.5,3.794,58,3.946,100,4.046,100,8.94,-0.088,100,0.005,0,100,0.06,100,0.062,100,0.067,100,0.058,100,4.053,100,4.047,100,-2.919,100,0.3,100,4.263,3.808,3.684,3.276
2024/8/30 0:30,240,0.06,-0.02,3.894,65,3.76,62.667,3.809,60,3.83,57.667,3.97,100,4.074,100,10.509,-0.103,100,-0.017,0,100,0.056,100,0.058,100,0.07,100,0.054,100,4.062,100,4.09,100,-3.74,100,0.596,100,3.433,3.023,2.9,2.538
2024/8/30 0:30,270,0.06,-0.02,3.953,64,3.752,62.167,3.834,59.667,3.824,56,3.984,100,4.105,100,10.171,-0.112,100,0.002,0.001,100,0.059,100,0.066,100,0.07,100,0.061,100,4.111,100,4.108,100,-5.565,100,-0.278,100,2.732,2.392,2.276,1.969
2024/8/30 0:30,300,0.06,-0.02,3.981,63.333,3.78,61.167,3.883,59.167,3.811,55,4.01,100,4.134,100,4.1,-0.067,100,0.014,0.001,100,0.06,100,0.071,100,0.065,100,0.063,100,4.153,100,4.126,100,-5.525,100,-1.998,100,2.206,1.933,1.8,1.555
2024/8/30 0:40,0,,,,,,,,,,,,,3.6,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 0:40,40,0.05,-0.04,2.892,63.5,2.935,62,2.863,60.167,2.909,56.5,3.01,100,3.042,100,3.511,-0.016,100,0.148,-0.002,100,0.075,100,0.069,100,0.078,100,0.072,100,3.073,100,3.047,100,1.578,100,1.691,100,3.076,3.05,2.719,2.78
2024/8/30 0:40,60,0.05,-0.04,3.029,63.833,3.098,62.167,2.984,60.5,3.052,57,3.157,100,3.202,100,2.429,0,100,0.124,-0.002,100,0.073,100,0.063,100,0.075,100,0.066,100,3.238,100,3.201,100,2.394,100,2.397,100,3.561,3.625,3.169,3.283
2024/8/30 0:40,90,0.05,-0.04,3.206,64.333,3.257,62.833,3.122,61,3.237,57.333,3.329,100,3.402,100,18.97,-0.138,100,0.111,-0.002,100,0.074,100,0.064,100,0.068,100,0.068,100,3.449,100,3.391,100,1.692,100,3.871,100,4.476,4.645,4.015,4.188
2024/8/30 0:40,120,0.05,-0.04,3.3,64.5,3.369,63.167,3.209,60.833,3.317,57.5,3.422,100,3.516,100,10.074,-0.061,100,0.132,-0.002,100,0.082,100,0.063,100,0.073,100,0.067,100,3.583,100,3.492,100,2.241,100,3.531,100,5.486,5.614,4.924,5.082
2024/8/30 0:40,150,0.05,-0.04,3.36,64.5,3.443,63.5,3.277,61.167,3.379,57.5,3.491,100,3.6,100,5.977,-0.026,100,0.082,-0.001,100,0.077,100,0.06,100,0.074,100,0.058,100,3.649,100,3.578,100,2.59,100,3.273,100,5.708,5.592,5.109,4.99
2024/8/30 0:40,180,0.05,-0.04,3.434,64.5,3.496,63,3.304,61,3.407,57.333,3.545,100,3.644,100,7.721,-0.044,100,0.118,-0.001,100,0.071,100,0.063,100,0.068,100,0.06,100,3.725,100,3.599,100,1.902,100,3.283,100,5.036,4.746,4.468,4.162
2024/8/30 0:40,210,0.05,-0.04,3.508,64.5,3.556,62.667,3.32,60.833,3.428,57,3.587,100,3.682,100,8.694,-0.054,100,0.164,-0.001,100,0.068,100,0.065,100,0.063,100,0.068,100,3.805,100,3.606,100,1.45,100,3.416,100,4.14,3.803,3.614,3.273
2024/8/30 0:40,240,0.05,-0.04,3.577,64,3.622,62.167,3.367,60.833,3.497,56,3.649,100,3.749,100,10.27,-0.065,100,0.135,-0.001,100,0.069,100,0.064,100,0.067,100,0.067,100,3.862,100,3.673,100,1.338,100,4.056,100,3.321,3.016,2.85,2.539
2024/8/30 0:40,270,0.05,-0.04,3.626,63.5,3.66,61.667,3.403,59.5,3.537,54.833,3.693,100,3.799,100,10.292,-0.066,100,0.111,-0.001,100,0.064,100,0.058,100,0.075,100,0.067,100,3.903,100,3.724,100,0.99,100,4.116,100,2.631,2.393,2.22,1.975
2024/8/30 0:40,300,0.05,-0.04,3.644,62.667,3.663,61,3.425,58.5,3.535,54.5,3.707,100,3.822,100,8.273,-0.054,100,0.104,0,100,0.062,100,0.06,100,0.071,100,0.074,100,3.931,100,3.739,100,0.563,100,3.388,100,2.109,1.936,1.747,1.566
2024/8/30 0:50,0,,,,,,,,,,,,,3,,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 0:50,40,0.05,-0.09,2.415,64.167,2.346,61.5,2.452,59,2.33,56,2.479,100,2.537,100,-43.429,0.335,100,0.102,0.005,100,0.096,100,0.071,100,0.085,100,0.071,100,2.553,100,2.538,100,-3.094,100,-5.436,100,3.129,3.06,2.72,2.794
2024/8/30 0:50,60,0.05,-0.09,2.578,64.5,2.478,61.5,2.575,59.167,2.461,56.167,2.619,100,2.687,100,-11.73,0.062,100,0.092,0.004,100,0.073,100,0.074,100,0.075,100,0.074,100,2.709,100,2.686,100,-4.185,100,-4.833,100,3.64,3.631,3.179,3.306
2024/8/30 0:50,90,0.05,-0.09,2.774,65,2.626,62,2.732,59.5,2.654,56.333,2.802,100,2.864,100,16.054,-0.175,100,0.081,0.003,100,0.067,100,0.076,100,0.069,100,0.067,100,2.892,100,2.859,100,-5.853,100,-3.09,100,4.57,4.664,4.013,4.212
2024/8/30 0:50,120,0.05,-0.09,2.884,65,2.716,61.833,2.864,59.833,2.736,56.5,2.908,100,2.987,100,2.804,-0.072,100,-0.012,0.002,100,0.069,100,0.066,100,0.077,100,0.078,100,2.982,100,2.991,100,-6.367,100,-4.856,100,5.61,5.618,4.909,5.104
2024/8/30 0:50,150,0.05,-0.09,2.937,65.167,2.787,62,2.956,59.667,2.819,56.5,2.986,100,3.064,100,-3.084,-0.019,100,-0.037,0.002,100,0.061,100,0.067,100,0.075,100,0.078,100,3.046,100,3.076,100,-5.585,100,-5.08,100,5.823,5.597,5.096,5.024
2024/8/30 0:50,180,0.05,-0.09,2.979,65,2.842,61.667,2.999,59.833,2.881,56.5,3.039,100,3.111,100,-1.864,-0.024,100,-0.008,0.001,100,0.065,100,0.068,100,0.073,100,0.075,100,3.107,100,3.118,100,-5.042,100,-4.288,100,5.141,4.766,4.457,4.192
2024/8/30 0:50,210,0.05,-0.09,3.033,65,2.869,61.667,3.024,59.5,2.95,56,3.085,100,3.148,100,6.075,-0.089,100,0,0.001,100,0.06,100,0.067,100,0.074,100,0.071,100,3.149,100,3.153,100,-5.914,100,-2.66,100,4.231,3.84,3.625,3.316
2024/8/30 0:50,240,0.05,-0.09,3.038,64.333,2.875,61.667,3.036,59.333,2.963,55.667,3.094,100,3.157,100,4.905,-0.078,100,-0.009,0.001,100,0.064,100,0.07,100,0.069,100,0.072,100,3.152,100,3.165,100,-5.863,100,-2.586,100,3.388,3.067,2.865,2.591
2024/8/30 0:50,270,0.05,-0.09,2.995,63.833,2.869,61.167,3.047,58.333,2.947,55.333,3.081,100,3.145,100,-1.626,-0.021,100,-0.045,0.001,100,0.063,100,0.072,100,0.073,100,0.078,100,3.113,100,3.176,100,-4.579,100,-3.587,100,2.677,2.445,2.225,2.028
2024/8/30 0:50,300,0.05,-0.09,2.97,63.5,2.854,60.667,3.05,57.833,2.935,54.667,3.069,100,3.147,100,-3.89,-0.003,100,-0.048,0.001,100,0.073,100,0.074,100,0.069,100,0.08,100,3.113,100,3.182,100,-4.252,100,-4.119,100,2.149,1.972,1.759,1.612
2024/8/30 1:00,0,,,,,,,,,,,,,3.37,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:00,40,0.05,-0.06,2.603,63.167,2.614,61.667,2.623,59.833,2.604,56.667,2.71,100,2.758,100,-20.484,0.174,100,-0.031,0,100,0.073,100,0.074,100,0.073,100,0.077,100,2.751,100,2.756,100,0.444,100,-0.772,100,3.388,3.392,3.008,3.093
2024/8/30 1:00,60,0.05,-0.06,2.739,63.667,2.74,62,2.764,60.167,2.744,57,2.851,100,2.909,100,-9.287,0.076,100,-0.035,0,100,0.07,100,0.07,100,0.067,100,0.068,100,2.901,100,2.909,100,0.012,100,-0.786,100,3.901,4.003,3.476,3.625
2024/8/30 1:00,90,0.05,-0.06,2.926,63.667,2.906,62,2.917,60.333,2.884,57.167,3.017,100,3.073,100,-4.576,0.031,100,0.075,0.001,100,0.077,100,0.064,100,0.061,100,0.061,100,3.102,100,3.067,100,-0.746,100,-1.229,100,4.849,5.076,4.352,4.567
2024/8/30 1:00,120,0.05,-0.06,3.014,64,2.991,62.333,3.031,60.333,2.977,57.5,3.12,100,3.185,100,-7.621,0.053,100,0.04,0.001,100,0.075,100,0.063,100,0.068,100,0.056,100,3.205,100,3.179,100,-0.81,100,-1.932,100,5.903,6.063,5.278,5.482
2024/8/30 1:00,150,0.05,-0.06,3.096,64,3.074,62.333,3.151,60.333,3.043,57.167,3.207,100,3.277,100,-15.426,0.113,100,0.058,0.001,100,0.072,100,0.067,100,0.06,100,0.05,100,3.307,100,3.264,100,-0.783,100,-3.736,100,6.128,6.037,5.471,5.392
2024/8/30 1:00,180,0.05,-0.06,3.12,63.833,3.135,62.333,3.228,60.333,3.064,57,3.258,100,3.339,100,-24.907,0.191,100,-0.022,0.001,100,0.059,100,0.062,100,0.06,100,0.048,100,3.327,100,3.348,100,0.5,100,-5.528,100,5.467,5.191,4.816,4.545
2024/8/30 1:00,210,0.05,-0.06,3.145,63.833,3.148,62,3.248,60.167,3.063,56.833,3.275,100,3.359,100,-23.382,0.174,100,-0.024,0.001,100,0.06,100,0.06,100,0.062,100,0.051,100,3.345,100,3.372,100,0.117,100,-6.262,100,4.564,4.244,3.952,3.626
2024/8/30 1:00,240,0.05,-0.06,3.156,63.5,3.175,61.5,3.25,60,3.047,56.5,3.279,100,3.362,100,-23.998,0.179,100,0.004,0.001,100,0.064,100,0.052,100,0.059,100,0.054,100,3.367,100,3.361,100,0.642,100,-6.856,100,3.723,3.416,3.151,2.849
2024/8/30 1:00,270,0.05,-0.06,3.172,63,3.207,61.5,3.273,59.5,3.029,55.5,3.294,100,3.372,100,-26.773,0.199,100,0.002,0.001,100,0.062,100,0.053,100,0.059,100,0.056,100,3.375,100,3.374,100,1.186,100,-8.207,100,3.005,2.754,2.476,2.241
2024/8/30 1:00,300,0.05,-0.06,3.226,62.5,3.235,60.833,3.324,59.167,3.056,54.833,3.336,100,3.415,100,-24.858,0.176,100,-0.01,0.001,100,0.058,100,0.055,100,0.063,100,0.054,100,3.406,100,3.428,100,0.314,100,-8.91,100,2.446,2.248,1.979,1.791
2024/8/30 1:10,0,,,,,,,,,,,,,3.38,,6.96,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:10,40,0.05,-0.07,2.576,65.667,2.654,63,2.586,59,2.686,55.667,2.728,100,2.826,100,17.82,-0.121,100,-0.248,-0.004,100,0.083,100,0.078,100,0.089,100,0.08,100,2.771,100,2.815,100,3.181,100,4.032,100,3.86,3.71,3.257,3.312
2024/8/30 1:10,60,0.05,-0.07,2.766,65.667,2.767,63.167,2.741,59.167,2.849,55.833,2.89,100,2.976,100,47.98,-0.392,100,-0.207,-0.002,100,0.079,100,0.078,100,0.076,100,0.08,100,2.919,100,2.977,100,0.043,100,4.16,100,4.403,4.333,3.738,3.84
2024/8/30 1:10,90,0.05,-0.07,2.946,65.667,2.949,63.667,2.967,59.5,2.988,56.333,3.077,100,3.146,100,5.232,-0.041,100,-0.085,0,100,0.083,100,0.084,100,0.074,100,0.079,100,3.12,100,3.154,100,0.125,100,0.769,100,5.41,5.441,4.594,4.769
2024/8/30 1:10,120,0.05,-0.07,3.045,65.833,3.055,63.667,3.081,59.5,3.083,56.333,3.184,100,3.253,100,-1.412,0.014,100,-0.042,0,100,0.082,100,0.077,100,0.067,100,0.071,100,3.24,100,3.261,100,0.373,100,0.079,100,6.508,6.447,5.526,5.671
2024/8/30 1:10,150,0.05,-0.07,3.183,65.667,3.157,63.667,3.16,59.5,3.155,56.333,3.289,100,3.35,100,2.64,-0.027,100,0.017,0,100,0.081,100,0.07,100,0.066,100,0.07,100,3.364,100,3.348,100,-0.877,100,-0.168,100,6.775,6.414,5.734,5.582
2024/8/30 1:10,180,0.05,-0.07,3.226,65.833,3.205,63.5,3.261,59.5,3.179,55.833,3.345,100,3.406,100,-9.355,0.065,100,0.012,0.001,100,0.076,100,0.074,100,0.065,100,0.068,100,3.417,100,3.404,100,-0.678,100,-2.737,100,6.093,5.525,5.078,4.713
2024/8/30 1:10,210,0.05,-0.07,3.268,65.667,3.214,63.333,3.335,59.167,3.217,55.5,3.385,100,3.465,100,-9.319,0.056,100,-0.005,0.001,100,0.077,100,0.073,100,0.06,100,0.066,100,3.465,100,3.469,100,-1.794,100,-3.836,100,5.133,4.533,4.192,3.775
2024/8/30 1:10,240,0.05,-0.07,3.3,65.833,3.228,63,3.381,58.833,3.207,55.667,3.408,100,3.512,100,-13.142,0.078,100,-0.007,0.001,100,0.079,100,0.083,100,0.058,100,0.071,100,3.512,100,3.518,100,-2.343,100,-5.629,100,4.232,3.643,3.377,2.972
2024/8/30 1:10,270,0.05,-0.07,3.326,65.5,3.261,62.333,3.424,58.667,3.21,55.167,3.438,100,3.548,100,-16.287,0.101,100,-0.028,0.001,100,0.072,100,0.085,100,0.066,100,0.078,100,3.528,100,3.571,100,-2.121,100,-6.881,100,3.462,2.943,2.693,2.343
2024/8/30 1:10,300,0.05,-0.07,3.343,65.167,3.293,62.667,3.44,57.833,3.198,55.167,3.448,100,3.557,100,-18.364,0.117,100,-0.006,0.001,100,0.079,100,0.081,100,0.063,100,0.077,100,3.557,100,3.565,100,-1.638,100,-7.767,100,2.856,2.406,2.153,1.877
2024/8/30 1:20,0,,,,,,,,,,,,,3.45,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:20,40,0.05,-0.11,2.512,64.167,2.606,61.5,2.513,58.333,2.588,55.833,2.648,100,2.744,100,-9.41,0.111,100,-0.033,-0.004,100,0.122,100,0.123,100,0.106,100,0.108,100,2.738,100,2.741,100,3.916,100,3.142,100,3.585,3.521,3.107,3.229
2024/8/30 1:20,60,0.05,-0.11,2.648,64.5,2.749,61.5,2.629,58.333,2.697,56.333,2.776,100,2.862,100,-10.982,0.123,100,0.118,-0.003,100,0.108,100,0.112,100,0.1,100,0.103,100,2.889,100,2.862,100,4.016,100,2.728,100,4.128,4.151,3.583,3.76
2024/8/30 1:20,90,0.05,-0.11,2.87,64.667,2.954,61.833,2.779,58.833,2.857,56.667,2.969,100,3.054,100,2.225,0.007,100,0.21,-0.002,100,0.086,100,0.1,100,0.096,100,0.093,100,3.122,100,3.04,100,3.064,100,2.958,100,5.098,5.227,4.44,4.693
2024/8/30 1:20,120,0.05,-0.11,3.017,64.833,3.06,61.833,2.919,58.833,2.923,56.5,3.088,100,3.199,100,-6.716,0.065,100,0.108,0,100,0.081,100,0.086,100,0.089,100,0.093,100,3.251,100,3.183,100,1.509,100,0.154,100,6.169,6.215,5.351,5.607
2024/8/30 1:20,150,0.05,-0.11,3.118,65.167,3.143,61.833,3.001,58.667,3.021,56.333,3.186,100,3.289,100,0.183,0.005,100,0.099,0,100,0.081,100,0.084,100,0.084,100,0.091,100,3.345,100,3.265,100,0.872,100,0.733,100,6.421,6.179,5.524,5.503
2024/8/30 1:20,180,0.05,-0.11,3.185,64.833,3.2,61.833,3.058,58.667,3.088,56.333,3.245,100,3.375,100,2.779,-0.017,100,0.113,0,100,0.08,100,0.082,100,0.084,100,0.082,100,3.447,100,3.338,100,0.492,100,1.035,100,5.709,5.308,4.851,4.633
2024/8/30 1:20,210,0.05,-0.11,3.204,65,3.234,61.5,3.108,58.5,3.085,56.333,3.274,100,3.441,100,-5.578,0.049,100,0.1,0,100,0.081,100,0.081,100,0.085,100,0.083,100,3.515,100,3.399,100,0.999,100,-0.786,100,4.782,4.361,3.969,3.699
2024/8/30 1:20,240,0.05,-0.11,3.226,64.5,3.257,61,3.119,58.333,3.146,55.667,3.306,100,3.517,100,0.761,0.002,100,0.099,0,100,0.091,100,0.079,100,0.094,100,0.079,100,3.597,100,3.466,100,1.014,100,0.937,100,3.898,3.515,3.161,2.914
2024/8/30 1:20,270,0.05,-0.11,3.248,63.667,3.318,61,3.175,58.167,3.186,55.667,3.348,100,3.561,100,-3.308,0.04,100,0.157,0,100,0.089,100,0.084,100,0.082,100,0.083,100,3.702,100,3.459,100,2.254,100,0.385,100,3.158,2.828,2.508,2.29
2024/8/30 1:20,300,0.05,-0.11,3.266,63.167,3.381,60.833,3.174,58,3.194,54.833,3.372,100,3.584,100,-4.638,0.058,100,0.176,0,100,0.093,100,0.079,100,0.087,100,0.085,100,3.758,100,3.45,100,3.703,100,0.647,100,2.573,2.317,2.001,1.819
2024/8/30 1:30,0,,,,,,,,,,,,,3.64,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:30,40,0.06,-0.11,2.861,65.5,2.881,60.667,2.871,59.667,2.874,57.333,2.98,100,3.074,100,-10.665,0.095,100,0.018,0,100,0.1,100,0.096,100,0.109,100,0.106,100,3.067,100,3.071,100,0.763,100,0.1,100,3.278,3.163,2.83,2.937
2024/8/30 1:30,60,0.06,-0.11,2.981,65.833,3.02,61.167,2.954,60,2.994,57.833,3.101,100,3.207,100,1.699,-0.002,100,0.06,-0.001,100,0.091,100,0.084,100,0.098,100,0.104,100,3.218,100,3.207,100,1.404,100,1.429,100,3.767,3.738,3.273,3.45
2024/8/30 1:30,90,0.06,-0.11,3.138,66,3.186,61.167,3.053,60.167,3.202,58.167,3.268,100,3.407,100,29.027,-0.22,100,-0.008,-0.002,100,0.087,100,0.076,100,0.094,100,0.093,100,3.397,100,3.413,100,1.611,100,5.068,100,4.704,4.771,4.08,4.374
2024/8/30 1:30,120,0.06,-0.11,3.214,66,3.315,61.5,3.163,60.333,3.326,58.333,3.382,100,3.519,100,15.864,-0.099,100,-0.013,-0.002,100,0.089,100,0.081,100,0.092,100,0.091,100,3.511,100,3.53,100,3.293,100,5.364,100,5.743,5.716,4.984,5.296
2024/8/30 1:30,150,0.06,-0.11,3.298,66,3.367,61.5,3.198,60.5,3.42,58.333,3.448,100,3.597,100,26.518,-0.187,100,0.002,-0.002,100,0.092,100,0.08,100,0.089,100,0.084,100,3.601,100,3.603,100,2.213,100,7.115,100,5.932,5.681,5.155,5.214
